File Name ,Song Type,# Song Types,# Notes,# Unique Note Types ,# Note Types,Song Length,PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth
GC-BCVI-BWMS-24-24-T1-N,e,15,6,39,2,0.6318,5625,2343.75,3281.25,0.1792,5625,4218.75,1406.25,0.0805,4031.25,2343.75,1687.5,0.0767,4125,2531.25,1593.75,0.0729,4031.25,2625,1406.25,0.0759,4031.25,2812.5,1218.75,0.0767,3843.75,2906.25,937.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-14-T1-N,e,15,5,39,2,0.5093,5906.25,2531.25,3375,0.1768,5906.25,3562.5,2343.75,0.0578,4125,2531.25,1593.75,0.0562,4031.25,2718.75,1312.5,0.0552,3937.5,2812.5,1125,0.0588,4031.25,2812.5,1218.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-50-T1-N,e,15,6,39,2,0.6,5343.75,2437.5,2906.25,0.1606,5343.75,4406.25,937.5,0.0794,4031.25,2437.5,1593.75,0.0748,4031.25,2718.75,1312.5,0.0678,4031.25,2812.5,1218.75,0.0748,3937.5,2906.25,1031.25,0.0823,3843.75,2906.25,937.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-54-T16-N,e,15,10,39,6,1.3293,6562.5,2156.25,4406.25,0.1317,6562.5,3750,2812.5,0.1201,3375,2250,1125,0.0878,6187.5,5343.75,843.75,0.0993,5531.25,4968.75,562.5,0.1779,5343.75,4218.75,1125,0.082,4125,2156.25,1968.75,0.0704,4125,2906.25,1218.75,0.0693,3937.5,2812.5,1125,0.0808,4031.25,2906.25,1125,0.0785,4031.25,3093.75,937.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-174-T1-N,f,15,6,39,3,0.7379,5812.5,3187.5,2625,0.0747,5625,4031.25,1593.75,0.1982,5812.5,4031.25,1781.25,0.0526,4687.5,3281.25,1406.25,0.0534,4593.75,3281.25,1312.5,0.0564,4593.75,3187.5,1406.25,0.0625,4406.25,3187.5,1218.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-176-T1-N,f,15,6,39,3,0.7179,5437.5,2625,2812.5,0.0906,5437.5,3937.5,1500,0.1727,5437.5,3843.75,1593.75,0.0491,4593.75,3375,1218.75,0.0507,4500,2625,1875,0.0507,4500,3281.25,1218.75,0.0583,4406.25,3281.25,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-188-T1-N,f,15,6,39,3,0.7446,5531.25,3187.5,2343.75,0.095,5531.25,4593.75,937.5,0.1993,5250,3937.5,1312.5,0.0539,4593.75,3187.5,1406.25,0.0518,4593.75,3375,1218.75,0.0546,4593.75,3375,1218.75,0.0596,4593.75,3187.5,1406.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-194-T1-N,f,15,6,39,3,0.7134,5437.5,3281.25,2156.25,0.0743,5437.5,4500,937.5,0.1742,4875,3937.5,937.5,0.05,4593.75,3281.25,1312.5,0.0507,4593.75,3281.25,1312.5,0.05,4500,3375,1125,0.0486,4312.5,3281.25,1031.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-195-T1-N,f,15,6,39,3,0.7315,5437.5,3000,2437.5,0.0968,5437.5,3562.5,1875,0.2075,5343.75,3000,2343.75,0.0599,4593.75,3187.5,1406.25,0.0615,4687.5,3281.25,1406.25,0.0541,4500,3281.25,1218.75,0.0558,4500,3187.5,1312.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-144-T18-N,g,15,9,39,3,0.7666,5343.75,2531.25,2812.5,0.0365,4406.25,4031.25,375,0.0392,4687.5,4218.75,468.75,0.0365,5343.75,3937.5,1406.25,0.0283,5062.5,4406.25,656.25,0.0356,5062.5,3937.5,1125,0.0401,5343.75,4125,1218.75,0.083,5343.75,3656.25,1687.5,0.0857,5250,4406.25,843.75,0.1597,5062.5,2531.25,2531.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-67-T19-N,e,15,2,39,1,0.2221,6000,4687.5,1312.5,0.0834,6000,5156.25,843.75,0.1324,5625,4687.5,937.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-52-T19-N,e,15,2,39,1,0.2219,6093.75,4875,1218.75,0.0845,6093.75,5437.5,656.25,0.1328,5437.5,4875,562.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-115-T12-N,h,15,9,39,4,0.9541,6281.25,2062.5,4218.75,0.0396,5531.25,3843.75,1687.5,0.0483,5812.5,4031.25,1781.25,0.0492,5812.5,4031.25,1781.25,0.0473,5812.5,4031.25,1781.25,0.1352,5625,2906.25,2718.75,0.0492,3468.75,2250,1218.75,0.0464,3468.75,2250,1218.75,0.0492,3468.75,2062.5,1406.25,0.1777,6281.25,2625,3656.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-131-T12-N,h,15,9,39,4,0.9785,5812.5,2062.5,3750,0.0402,5250,3843.75,1406.25,0.0502,5812.5,4031.25,1781.25,0.0452,5812.5,4031.25,1781.25,0.059,5718.75,3937.5,1781.25,0.1118,4968.75,3656.25,1312.5,0.0414,3562.5,2250,1312.5,0.0553,3750,2062.5,1687.5,0.0528,3468.75,2250,1218.75,0.1959,5718.75,2437.5,3281.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-121-T12-N,h,15,9,39,4,1.0143,6656.25,2062.5,4593.75,0.0461,5531.25,3843.75,1687.5,0.0504,5625,3937.5,1687.5,0.0536,5718.75,4031.25,1687.5,0.0461,5812.5,4031.25,1781.25,0.1823,4875,3187.5,1687.5,0.0504,3375,2062.5,1312.5,0.0622,3656.25,2062.5,1593.75,0.0579,3375,2062.5,1312.5,0.2048,6656.25,2437.5,4218.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-359-T26-N,i,15,8,39,6,1.0013,6375,2062.5,4312.5,0.1073,4968.75,3468.75,1500,0.0472,3468.75,2156.25,1312.5,0.0472,3187.5,2062.5,1125,0.0515,3281.25,2156.25,1125,0.1363,6375,3562.5,2812.5,0.132,3562.5,2062.5,1500,0.0575,4687.5,2625,2062.5,0.0988,4968.75,2156.25,2812.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-308-T26-N,i,15,8,39,6,0.9898,7125,2062.5,5062.5,0.0919,4968.75,3375,1593.75,0.0409,3000,2156.25,843.75,0.0428,3375,2156.25,1218.75,0.0409,3375,2156.25,1218.75,0.1401,7125,3375,3750,0.1264,3656.25,2062.5,1593.75,0.1264,3656.25,2062.5,1593.75,0.0937,4125,2062.5,2062.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-284-T26-N,i,15,8,39,6,1.0267,4875,1968.75,2906.25,0.1092,4687.5,2531.25,2156.25,0.0347,3000,2156.25,843.75,0.0367,3281.25,2156.25,1125,0.0408,3750,2062.5,1687.5,0.1419,4875,3562.5,1312.5,0.1162,3656.25,1968.75,1687.5,0.1162,3656.25,1968.75,1687.5,0.0871,4125,2156.25,1968.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-211-T26-N,i,15,9,39,7,1.1171,6375,2062.5,4312.5,0.0736,4875,2718.75,2156.25,0.0706,3093.75,2437.5,656.25,0.049,3468.75,2156.25,1312.5,0.051,3562.5,2062.5,1500,0.0716,3187.5,2250,937.5,0.1677,6375,2812.5,3562.5,0.1422,3656.25,2062.5,1593.75,0.0591,4593.75,2531.25,2062.5,0.087,4312.5,2062.5,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-409-T14-N,j,15,3,39,3,0.4683,4687.5,2156.25,2531.25,0.1231,4687.5,3937.5,750,0.0736,3562.5,3375,187.5,0.1089,3281.25,2156.25,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-557-T10-N,j,15,3,39,3,0.5271,7125,2156.25,4968.75,0.1382,4968.75,3750,1218.75,0.0871,7125,3375,3750,0.1534,3843.75,2156.25,1687.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-509-T33-N,k,15,6,39,3,0.6548,5343.75,2343.75,3000,0.1542,5250,3937.5,1312.5,0.0457,5250,3937.5,1312.5,0.0426,5250,3562.5,1687.5,0.0542,5343.75,3562.5,1781.25,0.0442,5250,3562.5,1687.5,0.1286,3375,2343.75,1031.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-327-T12-N,k,15,6,39,3,0.5721,5250,2156.25,3093.75,0.1281,5250,3937.5,1312.5,0.0497,5156.25,3750,1406.25,0.0464,4968.75,3937.5,1031.25,0.0536,5156.25,3750,1406.25,0.0392,4968.75,3562.5,1406.25,0.1026,3562.5,2156.25,1406.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-139-T18-N,l,15,8,39,4,0.8064,6750,2343.75,4406.25,0.0462,5625,4406.25,1218.75,0.0453,6750,5062.5,1687.5,0.049,6656.25,4218.75,2437.5,0.1653,5156.25,4031.25,1125,0.0781,5156.25,3562.5,1593.75,0.0531,3468.75,2343.75,1125,0.0719,3843.75,2437.5,1406.25,0.0969,3750,2437.5,1312.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-184-T23-N,m,15,4,39,3,0.7932,5812.5,2156.25,3656.25,0.231,5812.5,4125,1687.5,0.0608,4968.75,3093.75,1875,0.0524,4687.5,2812.5,1875,0.2773,4781.25,2156.25,2625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-126-T19-N,n,15,7,39,3,0.7744,6281.25,2531.25,3750,0.0461,5343.75,3562.5,1781.25,0.0481,5437.5,3562.5,1875,0.0393,4687.5,3093.75,1593.75,0.0373,4031.25,2718.75,1312.5,0.0442,3656.25,2531.25,1125,0.0383,3562.5,2531.25,1031.25,0.2336,6281.25,2531.25,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BWMS-24-348-T16-N,o,15,8,39,4,1.0194,7312.5,2156.25,5156.25,0.1062,7312.5,3750,3562.5,0.2011,4031.25,2343.75,1687.5,0.0493,6562.5,4031.25,2531.25,0.0443,7218.75,4687.5,2531.25,0.0443,7031.25,5156.25,1875,0.043,7218.75,5250,1968.75,0.0721,3656.25,2156.25,1500,0.0594,4031.25,2625,1406.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BBGS-24-33-T33-N,a,11,4,43,2,0.4222,4968.75,2343.75,2625,0.1487,4687.5,2343.75,2343.75,0.0613,4875,3000,1875,0.0546,4968.75,3093.75,1875,0.053,4781.25,3093.75,1687.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BBGS-24-36-T33-N,a,11,4,43,2,0.4097,4968.75,2250,2718.75,0.1574,4781.25,2250,2531.25,0.0593,4687.5,3000,1687.5,0.0639,4968.75,3187.5,1781.25,0.0593,4593.75,3093.75,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BBGS-24-39-T33-N,a,11,4,43,2,0.4317,5343.75,2062.5,3281.25,0.1633,5343.75,2062.5,3281.25,0.0579,4781.25,3375,1406.25,0.0638,4593.75,2906.25,1687.5,0.0498,4593.75,3093.75,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BBGS-24-46-T33-N,a,11,5,43,3,0.7346,6468.75,2343.75,4125,0.1556,4218.75,2343.75,1875,0.0696,4312.5,3281.25,1031.25,0.068,4781.25,2718.75,2062.5,0.0649,4406.25,3093.75,1312.5,0.1423,6468.75,4125,2343.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BBGS-24-48-T19-N,a,11,3,43,1,0.2072,4875,3000,1875,0.0641,4125,3000,1125,0.0631,4875,3281.25,1593.75,0.0601,4781.25,3093.75,1687.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BBGS-24-52-T5-N,a,11,4,43,2,0.4332,4593.75,2343.75,2250,0.1584,4593.75,2343.75,2250,0.0601,4406.25,2906.25,1500,0.0553,4406.25,2906.25,1500,0.0544,4125,2906.25,1218.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BBGS-24-56-T19-N,a,11,3,43,1,0.1993,4687.5,2812.5,1875,0.0517,4593.75,3187.5,1406.25,0.0517,4687.5,3000,1687.5,0.0486,4593.75,2812.5,1781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BBGS-24-57-T33-N,a,11,9,43,4,0.9144,4968.75,2062.5,2906.25,0.146,4968.75,2156.25,2812.5,0.0592,4593.75,3187.5,1406.25,0.0565,4875,3093.75,1781.25,0.0496,4218.75,2906.25,1312.5,0.0331,3000,2062.5,937.5,0.0303,3093.75,2062.5,1031.25,0.051,3937.5,3187.5,750,0.0565,4406.25,3000,1406.25,0.0606,4312.5,2718.75,1593.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BBGS-24-61-T33-N,a,11,4,43,2,0.4137,4968.75,2531.25,2437.5,0.1652,4968.75,2531.25,2437.5,0.0505,4687.5,2906.25,1781.25,0.0549,4500,3093.75,1406.25,0.0529,4781.25,3000,1781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BBGS-24-62-T33-N,a,11,4,43,2,0.429,4406.25,2156.25,2250,0.1306,3656.25,2156.25,1500,0.0573,4406.25,2718.75,1687.5,0.0456,4312.5,2718.75,1593.75,0.047,4125,2625,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BBGS-24-29-T30-N,b,11,4,43,2,0.5509,5718.75,2437.5,3281.25,0.2365,5718.75,3562.5,2156.25,0.0871,3843.75,2437.5,1406.25,0.0767,3937.5,2531.25,1406.25,0.0715,3843.75,2531.25,1312.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BBGS-24-34-T33-N,b,11,4,43,2,0.5185,5718.75,2343.75,3375,0.2074,5718.75,4125,1593.75,0.0898,3843.75,2531.25,1312.5,0.0727,3843.75,2531.25,1312.5,0.0623,3656.25,2343.75,1312.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BBGS-24-38-T33-N,b,11,4,43,2,0.5618,6281.25,2437.5,3843.75,0.2882,6281.25,3562.5,2718.75,0.0841,3750,2531.25,1218.75,0.0751,3843.75,2531.25,1312.5,0.0644,3937.5,2437.5,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-BBGS-24-42-T33-N,b,11,4,43,2,0.6152,5625,2437.5,3187.5,0.269,5625,3000,2625,0.0813,3750,2437.5,1312.5,0.0705,3843.75,2531.25,1312.5,0.066,3656.25,2531.25,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
